ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
924,Ice fishing,A man dressed in yellow and black winter clothes ice fishes on a a frozen lake. The man is reeling in a fish for a long time.,the mans catch,A man dressed in yellow and black winter clothes ice fishes on a a frozen lake. The man is reeling in a fish for a long time. the mans catch,"['more fish and throws them to the side.', 'finally reaches the surface.', 'a fish for dinner by making a wish with his mouth.', 'one and puts it on a fishing pole in the lake.']",activitynet~v_9yiXv7Hu5Lw,val,zeroshot,1
942,Washing face,Two children are seen sitting in a tub rubbing their faces and another person's hands interacting.,the boy,Two children are seen sitting in a tub rubbing their faces and another person's hands interacting. the boy,"['continues to rub water all over his face as well as play with toys and smile at the cameraman.', 'walks out of the bathroom laughing to the camera and the girl stands up to rinse her face off.', 'then begins washing the other child and ends by copulating with him.', 'is now seen pointing down by himself and leads into him holding a comb and blow dryer and speaking to others.']",activitynet~v_AWAMhmc08Cw,val,zeroshot,0
950,Hitting a pinata,A woman hands a young boy a stick with a little girl grabbing for her attention.,the pinata,A woman hands a young boy a stick with a little girl grabbing for her attention. the pinata,"['is lifted and the boy begins swinging at the object.', 'pops, and a child in white attempts to hit the pinata, but fails.', 'pops out of the playground.', 'is hit one after the other, and the girl lets go her hold.']",activitynet~v_AmW-O5MmJHk,val,indomain,0
951,Hitting a pinata,A woman hands a young boy a stick with a little girl grabbing for her attention. The pinata is lifted and the boy begins swinging at the object.,the camera,A woman hands a young boy a stick with a little girl grabbing for her attention. The pinata is lifted and the boy begins swinging at the object. the camera,"['zooms in on the pinata and then the girl.', ""is upside down so everyone else can't see the object."", 'pans around people watching while he hits the pinata and a little boy is seen clapping behind him.', ""zooms in on the boy's head and he looks at the pinata person in the background.""]",activitynet~v_AmW-O5MmJHk,val,indomain,2
989,Playing violin,A woman is playing a violin on the street while various people walk around here and behind her.,she,A woman is playing a violin on the street while various people walk around here and behind her. she,"['continues to play violin while people pass by her.', 'continues playing the violin and beginning to intermittently move the sticks up and down.', 'smiles into the camera while playing and continues playing the song while several people bend down to tip her and walk around her.', 'finishes and walks off, leaving the violin lying on the ground.']",activitynet~v_B2HIj_QWaG0,val,zeroshot,2
992,Making a sandwich,Various pictures of food are shown followed by a person cutting up vegetables and mixing various ingredients into a pot.,he,Various pictures of food are shown followed by a person cutting up vegetables and mixing various ingredients into a pot. he,"['shows how the vegetables are chopped for seasoning and then sprinkled into broth and shown with the water boiling.', 'cooks up a meal and each are shown eating inside the pot.', 'boils food into a bowl and then adds some part of a salad into the bowl.', 'then cuts up a piece of bread, scoops out the insides, and fries up some meat.']",activitynet~v_B3ZL18f1x4Y,val,indomain,3
1005,Making a lemonade,Ingredients are sitting on a wooden block.,a person,Ingredients are sitting on a wooden block. a person,"['adds flour to a baking pan.', 'starts mixing the ingredients together.', 'puts salt, lemon juice in a pot, then adds eggs, cheese, ham, and some other hoagies.', 'is mixing the ingredients in an iron.']",activitynet~v_BFICeyu5oMM,val,indomain,1
1012,Hitting a pinata,A man is seen walking closer to a pinata while a large group of people stand around him.,the man,A man is seen walking closer to a pinata while a large group of people stand around him. the man,"['shows off various tapers while swinging at the pinata and throwing them out to the crowd.', 'then throws the pin while others watch on the sides.', 'spins around several times and throws the stick.', 'misses the pinata and hits a person behind him, shown again in slow motion.']",activitynet~v_BJGACTBaU_Y,val,indomain,3
1045,Ironing clothes,A pair of female hands uses an iron on a piece of baby clothing.,the woman,A pair of female hands uses an iron on a piece of baby clothing. the woman,"['wets the garment and scrubs it with a cloth.', 'peels the old clothing off the piece and replaces it with dry material.', 'sets the iron aside and flips the clothing.', 'wraps the garment on top of the blouse, then irons it.']",activitynet~v_BfsCKU69hHs,val,indomain,2
1046,Ironing clothes,A pair of female hands uses an iron on a piece of baby clothing. The woman sets the iron aside and flips the clothing.,the woman,A pair of female hands uses an iron on a piece of baby clothing. The woman sets the iron aside and flips the clothing. the woman,"['then undresses and irons the shirt.', 'places a pair of pants into a bucket.', 'shows how to iron a sock correctly.', 'uses the iron on the other side of the clothing.']",activitynet~v_BfsCKU69hHs,val,indomain,3
1047,Ironing clothes,The woman sets the iron aside and flips the clothing. The woman uses the iron on the other side of the clothing.,the woman,The woman sets the iron aside and flips the clothing. The woman uses the iron on the other side of the clothing. the woman,"['scrubs the clothing with her hands.', 'quickly picks up and irons, flames dancing over the clothing.', 'sets the iron aside.', ""crosses her arms in front of her and it's gone.""]",activitynet~v_BfsCKU69hHs,val,indomain,2
1050,Clipping cat claws,We see a chair with a pillow on it.,a man holding a cat,We see a chair with a pillow on it. a man holding a cat,"['does curling.', 'starts hitting objects on an item.', 'sits down on the chair.', 'is wrapping a box.']",activitynet~v_BnkUgUQBED0,val,indomain,2
1052,Clipping cat claws,We see a chair with a pillow on it. A man holding a cat sits down on the chair. The man clips the cats fingernails.,the man,We see a chair with a pillow on it. A man holding a cat sits down on the chair. The man clips the cats fingernails. the man,"[""strokes the cat's head."", 'then clips the cat nails.', 'puts the cat down and boxes it with paper.', 'gives the cats ears.']",activitynet~v_BnkUgUQBED0,val,indomain,0
1053,Clipping cat claws,A man holding a cat sits down on the chair. The man clips the cats fingernails. The man strokes the cat's head.,the man,A man holding a cat sits down on the chair. The man clips the cats fingernails. The man strokes the cat's head. the man,"['sits back down on the chair.', 'takes the cat to the other room.', 'stands up and walks down the sidewalk.', 'plays with the cat rocking it back and forth.']",activitynet~v_BnkUgUQBED0,val,indomain,3
